skin_name,weapon_type,base_price_vp,discount_percent,final_price_vp,region,rank,age_group,avg_monthly_spend,previous_purchases,wishlist_added,event_active,purchased
Elderflame,Frenzy,2475,20,1980.0,EU,Immortal,16-20,2269,16,1,0,False
Nocturnum,Marshal,2175,10,1957.5,Asia,Iron,21-25,4394,7,0,1,True
Elderflame,Frenzy,2475,0,2475.0,EU,Gold,26-30,1027,3,1,0,False
Gaia,Vandal,1775,0,1775.0,NA,Diamond,16-20,4539,4,0,1,False
Ion,Bucky,1775,10,1597.5,Asia,Immortal,26-30,3038,9,0,1,False
Overdrive,Stinger,2175,10,1957.5,EU,Radiant,21-25,1331,1,1,1,True
Ion,Bucky,1775,0,1775.0,EU,Bronze,21-25,1368,15,0,1,False
Oni,Bulldog,1775,30,1242.5,NA,Gold,21-25,4579,20,0,0,True
Prime,Guardian,1775,30,1242.5,Asia,Gold,16-20,2730,19,1,0,False
Ora,Sheriff,2475,0,2475.0,NA,Bronze,21-25,4013,1,1,1,False
Oni,Bulldog,1775,20,1420.0,Asia,Diamond,21-25,2453,11,1,0,True
Forsaken,Spectre,1775,30,1242.5,EU,Iron,26-30,1699,12,0,0,False
Neptune,Odin,1775,0,1775.0,Asia,Diamond,26-30,1959,1,1,0,True
Radiant,Ghost,2975,10,2677.5,Asia,Iron,21-25,2931,2,1,1,True
RGX,Operator,2175,10,1957.5,Asia,Platinum,26-30,3641,3,1,0,True
Imperium,Judge,2175,10,1957.5,NA,Iron,26-30,3682,7,1,0,False
Overdrive,Stinger,2175,30,1522.5,Asia,Diamond,21-25,941,4,0,0,True
Araxys,Vandal,2175,30,1522.5,Asia,Immortal,21-25,4042,17,1,0,True
Radiant,Ghost,2975,20,2380.0,NA,Gold,21-25,1565,7,1,1,False
Evori,Melee,4950,20,3960.0,Asia,Bronze,21-25,2410,20,1,0,False
Gaia,Vandal,1775,10,1597.5,Asia,Iron,16-20,4705,2,1,0,True
Ora,Sheriff,2475,30,1732.5,EU,Silver,16-20,4655,2,0,1,False
Elderflame,Frenzy,2475,0,2475.0,NA,Iron,21-25,1532,3,1,0,False
Gaia,Vandal,1775,10,1597.5,NA,Gold,21-25,2987,10,0,0,False
RGX,Operator,2175,10,1957.5,NA,Immortal,21-25,1370,14,0,0,False
Ora,Sheriff,2475,30,1732.5,EU,Gold,16-20,2293,6,0,1,True
Glitchpop,Classic,2175,30,1522.5,EU,Diamond,26-30,2443,11,0,0,True
RGX,Operator,2175,30,1522.5,Asia,Radiant,26-30,3547,7,1,0,True
Radiant,Ghost,2975,20,2380.0,EU,Silver,16-20,3238,17,0,1,False
Singularity,Ares,2175,30,1522.5,EU,Platinum,16-20,2772,11,0,0,True
Gaia,Vandal,1775,0,1775.0,Asia,Iron,21-25,1224,18,0,1,False
Elderflame,Frenzy,2475,20,1980.0,NA,Radiant,26-30,1618,19,1,1,False
Glitchpop,Classic,2175,0,2175.0,EU,Radiant,16-20,4697,9,0,0,False
Glitchpop,Classic,2175,20,1740.0,NA,Radiant,21-25,3334,18,0,1,False
Evori,Melee,4950,20,3960.0,NA,Platinum,16-20,2029,7,0,1,False
Araxys,Vandal,2175,0,2175.0,EU,Immortal,21-25,3829,13,0,1,False
Reaver,Bandit,1775,10,1597.5,Asia,Platinum,16-20,4627,15,1,1,False
Kuronami,Sheriff,2375,30,1662.5,Asia,Immortal,16-20,3195,14,1,1,True
Ora,Sheriff,2475,10,2227.5,NA,Radiant,21-25,798,7,0,0,False
Ion,Bucky,1775,0,1775.0,Asia,Iron,26-30,1110,0,0,0,False
Reaver,Bandit,1775,0,1775.0,NA,Silver,21-25,549,8,0,1,False
Reaver,Bandit,1775,0,1775.0,Asia,Platinum,16-20,4651,2,1,1,True
Spectrum,Phantom,2675,20,2140.0,Asia,Radiant,16-20,4342,0,1,1,True
Spectrum,Phantom,2675,10,2407.5,EU,Gold,21-25,1641,14,1,1,False
Spectrum,Phantom,2675,20,2140.0,EU,Silver,16-20,4213,10,0,1,True
Prime,Guardian,1775,0,1775.0,Asia,Gold,16-20,3518,10,0,0,False
Neptune,Odin,1775,10,1597.5,NA,Silver,16-20,4237,13,0,0,False
Forsaken,Spectre,1775,10,1597.5,Asia,Radiant,21-25,2916,7,0,1,False
Nocturnum,Marshal,2175,20,1740.0,Asia,Diamond,16-20,2145,15,1,0,False
Ora,Sheriff,2475,30,1732.5,Asia,Radiant,16-20,1476,13,1,0,False
Evori,Melee,4950,0,4950.0,EU,Silver,21-25,2649,10,1,0,False
Araxys,Vandal,2175,30,1522.5,NA,Bronze,21-25,2686,9,1,0,True
Singularity,Ares,2175,10,1957.5,NA,Diamond,16-20,1097,17,1,0,False
Prime,Guardian,1775,0,1775.0,EU,Bronze,26-30,1213,2,0,0,True
Neptune,Odin,1775,10,1597.5,EU,Iron,26-30,2144,6,1,0,False
Araxys,Vandal,2175,10,1957.5,Asia,Diamond,26-30,2053,9,0,1,False
Ora,Sheriff,2475,20,1980.0,Asia,Diamond,16-20,4832,7,0,0,False
Neptune,Odin,1775,0,1775.0,Asia,Radiant,21-25,911,5,0,0,False
Imperium,Judge,2175,30,1522.5,NA,Radiant,16-20,4053,18,0,0,False
Nocturnum,Marshal,2175,20,1740.0,Asia,Silver,21-25,3755,16,1,0,False
Gaia,Vandal,1775,10,1597.5,EU,Immortal,26-30,4755,9,1,0,True
Araxys,Vandal,2175,10,1957.5,EU,Gold,26-30,4640,12,1,0,False
Oni,Bulldog,1775,0,1775.0,Asia,Immortal,21-25,2026,11,1,0,True
Radiant,Ghost,2975,20,2380.0,Asia,Diamond,21-25,3081,0,1,0,True
Evori,Melee,4950,30,3465.0,Asia,Silver,16-20,3995,1,1,1,False
Kuronami,Sheriff,2375,10,2137.5,EU,Diamond,21-25,1911,4,1,1,False
Araxys,Vandal,2175,0,2175.0,Asia,Gold,26-30,1409,15,1,0,True
Ion,Bucky,1775,20,1420.0,Asia,Platinum,16-20,4490,10,0,1,False
Mystbloom,Outlaw,2175,20,1740.0,EU,Silver,26-30,4319,6,1,1,False
Neptune,Odin,1775,0,1775.0,EU,Iron,16-20,4059,20,0,0,False
Radiant,Ghost,2975,20,2380.0,NA,Diamond,26-30,2623,3,1,1,True
Overdrive,Stinger,2175,10,1957.5,Asia,Platinum,21-25,4360,5,0,1,False
Prime,Guardian,1775,10,1597.5,NA,Radiant,21-25,4281,5,1,0,True
Overdrive,Stinger,2175,10,1957.5,NA,Diamond,21-25,906,9,0,1,True
Prime,Guardian,1775,20,1420.0,NA,Diamond,21-25,3284,18,1,0,True
Ora,Sheriff,2475,0,2475.0,Asia,Diamond,16-20,1529,20,0,1,False
Evori,Melee,4950,20,3960.0,Asia,Diamond,21-25,789,3,1,0,True
Mystbloom,Outlaw,2175,30,1522.5,NA,Silver,21-25,2118,7,0,0,False
Radiant,Ghost,2975,20,2380.0,NA,Gold,21-25,1458,16,0,1,False
Ion,Bucky,1775,10,1597.5,NA,Gold,26-30,3975,14,1,0,False
Mystbloom,Outlaw,2175,10,1957.5,NA,Gold,16-20,2960,2,0,1,False
Wasteland,Shorty,1275,30,892.5,EU,Platinum,16-20,772,15,0,1,False
Spectrum,Phantom,2675,20,2140.0,EU,Radiant,21-25,3752,2,0,0,False
Singularity,Ares,2175,0,2175.0,NA,Platinum,16-20,2948,11,0,1,True
Spectrum,Phantom,2675,0,2675.0,Asia,Silver,16-20,2146,13,0,0,False
Elderflame,Frenzy,2475,20,1980.0,NA,Diamond,21-25,4124,8,1,1,True
Spectrum,Phantom,2675,30,1872.4999999999998,NA,Platinum,21-25,723,20,1,1,True
Oni,Bulldog,1775,0,1775.0,Asia,Immortal,26-30,2688,11,1,1,False
Ion,Bucky,1775,10,1597.5,Asia,Silver,16-20,4547,17,1,1,False
Gaia,Vandal,1775,20,1420.0,EU,Diamond,16-20,554,10,0,0,False
Mystbloom,Outlaw,2175,30,1522.5,Asia,Diamond,26-30,3644,1,1,0,False
Evori,Melee,4950,20,3960.0,EU,Diamond,21-25,3685,2,0,1,False
Gaia,Vandal,1775,10,1597.5,Asia,Diamond,16-20,3246,1,0,1,True
Reaver,Bandit,1775,20,1420.0,NA,Radiant,16-20,3294,7,0,1,False
Overdrive,Stinger,2175,30,1522.5,Asia,Bronze,16-20,3806,3,1,0,True
Imperium,Judge,2175,10,1957.5,NA,Iron,16-20,1569,17,0,1,False
Radiant,Ghost,2975,0,2975.0,NA,Platinum,16-20,3932,16,0,1,False
Wasteland,Shorty,1275,0,1275.0,EU,Gold,26-30,1778,1,1,0,True
Mystbloom,Outlaw,2175,30,1522.5,Asia,Iron,26-30,3104,11,1,0,False
Reaver,Bandit,1775,10,1597.5,NA,Bronze,21-25,2933,5,1,1,False
Singularity,Ares,2175,10,1957.5,Asia,Silver,21-25,4550,15,1,1,False
Singularity,Ares,2175,20,1740.0,Asia,Bronze,16-20,2810,14,0,1,True
Spectrum,Phantom,2675,0,2675.0,Asia,Platinum,21-25,4147,2,1,0,True
Elderflame,Frenzy,2475,0,2475.0,Asia,Diamond,26-30,1900,14,1,1,True
Araxys,Vandal,2175,20,1740.0,NA,Immortal,21-25,3759,16,0,1,False
Singularity,Ares,2175,0,2175.0,EU,Radiant,16-20,712,11,0,0,False
Wasteland,Shorty,1275,20,1020.0,NA,Diamond,16-20,3885,6,1,1,False
Gaia,Vandal,1775,10,1597.5,NA,Diamond,21-25,592,5,1,1,False
Reaver,Bandit,1775,30,1242.5,NA,Silver,16-20,614,1,0,1,False
Oni,Bulldog,1775,0,1775.0,EU,Diamond,21-25,4624,4,1,1,False
Gaia,Vandal,1775,20,1420.0,EU,Radiant,26-30,4956,18,0,1,False
RGX,Operator,2175,30,1522.5,NA,Iron,26-30,4589,10,1,0,True
RGX,Operator,2175,20,1740.0,NA,Gold,26-30,4056,12,1,1,False
Ora,Sheriff,2475,30,1732.5,NA,Diamond,16-20,1585,5,1,0,True
Mystbloom,Outlaw,2175,0,2175.0,EU,Silver,16-20,863,0,1,1,True
Oni,Bulldog,1775,20,1420.0,NA,Silver,21-25,1114,0,1,0,False
Elderflame,Frenzy,2475,20,1980.0,EU,Platinum,26-30,3606,0,1,1,True
Overdrive,Stinger,2175,20,1740.0,NA,Iron,21-25,523,7,0,0,True
Araxys,Vandal,2175,10,1957.5,Asia,Immortal,16-20,3003,6,1,0,True
Ion,Bucky,1775,0,1775.0,NA,Diamond,21-25,1362,17,0,1,False
Reaver,Bandit,1775,30,1242.5,Asia,Bronze,21-25,4445,8,1,1,False
Neptune,Odin,1775,30,1242.5,EU,Gold,26-30,4612,14,1,0,False
Elderflame,Frenzy,2475,10,2227.5,NA,Gold,21-25,2969,15,0,0,False
Ion,Bucky,1775,30,1242.5,NA,Platinum,21-25,3894,3,1,0,True
Singularity,Ares,2175,10,1957.5,Asia,Platinum,26-30,1519,10,0,1,False
Evori,Melee,4950,20,3960.0,Asia,Iron,26-30,3215,5,0,0,True
Prime,Guardian,1775,30,1242.5,NA,Iron,21-25,2568,15,1,1,True
Nocturnum,Marshal,2175,20,1740.0,Asia,Silver,26-30,1124,13,1,0,True
Araxys,Vandal,2175,0,2175.0,EU,Bronze,26-30,1450,4,1,1,False
Prime,Guardian,1775,10,1597.5,EU,Diamond,16-20,3506,0,0,1,False
Oni,Bulldog,1775,30,1242.5,Asia,Platinum,26-30,3455,20,0,0,True
Ion,Bucky,1775,10,1597.5,Asia,Radiant,16-20,3385,15,1,1,False
Ion,Bucky,1775,0,1775.0,EU,Radiant,16-20,4425,14,0,1,False
Gaia,Vandal,1775,20,1420.0,NA,Iron,26-30,3723,9,1,1,True
Mystbloom,Outlaw,2175,0,2175.0,NA,Diamond,21-25,2700,7,1,0,False
Forsaken,Spectre,1775,30,1242.5,Asia,Bronze,21-25,3714,5,0,0,True
Nocturnum,Marshal,2175,0,2175.0,EU,Diamond,16-20,2608,3,0,1,False
Imperium,Judge,2175,30,1522.5,EU,Radiant,26-30,2444,9,1,1,True
Evori,Melee,4950,20,3960.0,Asia,Iron,16-20,4222,1,0,1,False
Araxys,Vandal,2175,10,1957.5,Asia,Bronze,21-25,2046,14,1,1,False
Glitchpop,Classic,2175,20,1740.0,NA,Platinum,21-25,1627,18,0,0,False
Neptune,Odin,1775,30,1242.5,EU,Silver,16-20,2647,19,0,1,False
Araxys,Vandal,2175,10,1957.5,NA,Bronze,21-25,1745,0,1,1,False
Forsaken,Spectre,1775,30,1242.5,Asia,Diamond,26-30,2694,10,1,1,True
Elderflame,Frenzy,2475,10,2227.5,NA,Bronze,26-30,4094,7,1,1,True
Mystbloom,Outlaw,2175,10,1957.5,EU,Silver,16-20,1621,8,0,1,False
Ion,Bucky,1775,10,1597.5,Asia,Radiant,16-20,3511,6,0,1,True
Araxys,Vandal,2175,10,1957.5,Asia,Iron,26-30,4729,1,1,0,False
Araxys,Vandal,2175,10,1957.5,EU,Iron,16-20,660,2,0,0,False
Spectrum,Phantom,2675,0,2675.0,Asia,Diamond,16-20,1220,5,0,0,False
Imperium,Judge,2175,0,2175.0,NA,Radiant,16-20,1651,6,1,0,False
Imperium,Judge,2175,20,1740.0,Asia,Diamond,16-20,4961,3,0,1,True
Oni,Bulldog,1775,30,1242.5,EU,Diamond,21-25,2487,7,1,1,True
Gaia,Vandal,1775,30,1242.5,EU,Iron,16-20,2074,1,1,1,False
Forsaken,Spectre,1775,20,1420.0,EU,Diamond,26-30,3426,16,0,1,False
Gaia,Vandal,1775,0,1775.0,EU,Diamond,26-30,536,17,1,0,True
RGX,Operator,2175,10,1957.5,NA,Gold,21-25,2644,14,1,0,True
Oni,Bulldog,1775,30,1242.5,Asia,Bronze,16-20,3654,20,0,0,True
Ion,Bucky,1775,10,1597.5,NA,Iron,16-20,4783,5,0,0,True
Reaver,Bandit,1775,30,1242.5,NA,Diamond,16-20,2212,9,0,1,True
Glitchpop,Classic,2175,30,1522.5,NA,Diamond,16-20,569,18,0,1,False
Reaver,Bandit,1775,10,1597.5,EU,Iron,16-20,2085,17,1,0,True
Mystbloom,Outlaw,2175,0,2175.0,Asia,Immortal,16-20,3950,12,0,0,False
Imperium,Judge,2175,0,2175.0,EU,Gold,21-25,3889,2,1,1,True
Spectrum,Phantom,2675,20,2140.0,Asia,Diamond,26-30,787,6,0,0,True
Imperium,Judge,2175,20,1740.0,Asia,Diamond,16-20,2364,13,1,0,True
Kuronami,Sheriff,2375,10,2137.5,NA,Diamond,16-20,2265,15,1,0,True
Radiant,Ghost,2975,10,2677.5,Asia,Diamond,21-25,2311,12,0,0,False
Araxys,Vandal,2175,20,1740.0,NA,Radiant,26-30,3408,4,1,1,True
Radiant,Ghost,2975,0,2975.0,EU,Immortal,16-20,1908,11,1,1,True
Singularity,Ares,2175,30,1522.5,NA,Bronze,21-25,3492,18,1,0,True
Prime,Guardian,1775,30,1242.5,NA,Diamond,21-25,4430,18,1,0,True
Singularity,Ares,2175,10,1957.5,NA,Immortal,26-30,3437,5,0,0,False
Neptune,Odin,1775,10,1597.5,NA,Gold,26-30,2780,8,1,1,True
Singularity,Ares,2175,10,1957.5,EU,Bronze,21-25,4639,1,0,1,False
Ora,Sheriff,2475,10,2227.5,NA,Immortal,16-20,3471,18,0,0,True
Oni,Bulldog,1775,0,1775.0,EU,Radiant,26-30,3494,11,1,1,True
Araxys,Vandal,2175,10,1957.5,NA,Immortal,16-20,616,4,0,1,False
Wasteland,Shorty,1275,20,1020.0,Asia,Platinum,26-30,3709,2,1,0,True
Gaia,Vandal,1775,10,1597.5,EU,Platinum,26-30,2094,7,0,1,False
Ion,Bucky,1775,20,1420.0,EU,Radiant,21-25,1431,9,0,0,False
Nocturnum,Marshal,2175,30,1522.5,NA,Immortal,26-30,3750,0,0,0,False
Elderflame,Frenzy,2475,20,1980.0,EU,Gold,21-25,4118,1,0,1,False
Forsaken,Spectre,1775,30,1242.5,EU,Silver,26-30,2824,16,1,1,True
Kuronami,Sheriff,2375,10,2137.5,Asia,Gold,21-25,1460,8,1,1,False
Nocturnum,Marshal,2175,20,1740.0,Asia,Gold,21-25,4303,3,0,1,False
Overdrive,Stinger,2175,0,2175.0,Asia,Gold,21-25,3232,5,0,1,False
Araxys,Vandal,2175,0,2175.0,NA,Bronze,16-20,3400,17,1,0,True
Overdrive,Stinger,2175,30,1522.5,NA,Silver,21-25,3181,11,1,1,True
Wasteland,Shorty,1275,30,892.5,Asia,Immortal,21-25,738,20,0,1,False
Neptune,Odin,1775,20,1420.0,Asia,Iron,16-20,1700,14,1,1,True
Ion,Bucky,1775,0,1775.0,NA,Immortal,21-25,4901,9,0,0,False
Elderflame,Frenzy,2475,20,1980.0,Asia,Bronze,16-20,3585,17,0,0,False
Forsaken,Spectre,1775,30,1242.5,Asia,Radiant,16-20,3973,7,0,1,True
Overdrive,Stinger,2175,10,1957.5,Asia,Bronze,16-20,967,17,0,1,False
Kuronami,Sheriff,2375,30,1662.5,Asia,Silver,26-30,1012,2,1,1,False
Overdrive,Stinger,2175,0,2175.0,NA,Platinum,26-30,4545,5,0,1,True
Imperium,Judge,2175,0,2175.0,Asia,Radiant,16-20,3803,13,1,0,False
Kuronami,Sheriff,2375,10,2137.5,EU,Immortal,21-25,2819,6,0,1,True
Gaia,Vandal,1775,30,1242.5,NA,Radiant,16-20,4088,10,1,0,True
Elderflame,Frenzy,2475,0,2475.0,NA,Immortal,16-20,637,8,0,0,False
Radiant,Ghost,2975,10,2677.5,NA,Silver,21-25,1425,18,1,0,False
Glitchpop,Classic,2175,30,1522.5,Asia,Iron,21-25,4246,15,0,0,True
Araxys,Vandal,2175,10,1957.5,Asia,Iron,26-30,1577,5,1,0,False
Mystbloom,Outlaw,2175,20,1740.0,EU,Immortal,21-25,671,11,0,1,False
Wasteland,Shorty,1275,10,1147.5,NA,Immortal,16-20,3433,9,0,0,False
Mystbloom,Outlaw,2175,10,1957.5,Asia,Radiant,26-30,3323,7,1,0,True
Kuronami,Sheriff,2375,10,2137.5,EU,Radiant,26-30,1728,5,0,0,False
Neptune,Odin,1775,20,1420.0,NA,Diamond,21-25,2892,8,1,1,True
Wasteland,Shorty,1275,30,892.5,Asia,Gold,26-30,3391,16,0,1,True
Oni,Bulldog,1775,0,1775.0,EU,Immortal,26-30,2234,3,0,1,False
Evori,Melee,4950,10,4455.0,NA,Diamond,26-30,4502,9,1,0,True
Imperium,Judge,2175,0,2175.0,NA,Immortal,26-30,3802,3,0,0,True
Araxys,Vandal,2175,20,1740.0,Asia,Platinum,16-20,4268,15,1,1,True
Overdrive,Stinger,2175,30,1522.5,EU,Immortal,26-30,3181,1,0,0,True
RGX,Operator,2175,20,1740.0,Asia,Bronze,16-20,3936,5,0,0,False
Reaver,Bandit,1775,0,1775.0,NA,Gold,16-20,4885,15,1,0,False
Spectrum,Phantom,2675,0,2675.0,EU,Diamond,26-30,4346,9,0,1,False
Imperium,Judge,2175,20,1740.0,EU,Bronze,21-25,4954,6,0,1,False
Gaia,Vandal,1775,30,1242.5,NA,Platinum,16-20,1702,14,0,1,True
Forsaken,Spectre,1775,0,1775.0,EU,Platinum,21-25,1892,15,1,1,False
Oni,Bulldog,1775,10,1597.5,NA,Platinum,21-25,4467,15,0,0,True
Wasteland,Shorty,1275,20,1020.0,EU,Immortal,26-30,4967,13,0,1,True
Kuronami,Sheriff,2375,20,1900.0,NA,Platinum,26-30,3585,7,1,0,False
Reaver,Bandit,1775,30,1242.5,NA,Gold,21-25,1361,9,1,1,False
Singularity,Ares,2175,30,1522.5,NA,Platinum,21-25,1000,4,1,1,True
Ora,Sheriff,2475,30,1732.5,EU,Silver,21-25,1367,2,1,0,False
Elderflame,Frenzy,2475,30,1732.5,NA,Immortal,21-25,826,17,0,1,False
Wasteland,Shorty,1275,30,892.5,EU,Diamond,21-25,4836,2,1,0,False
Overdrive,Stinger,2175,0,2175.0,EU,Diamond,16-20,4699,0,0,1,False
Overdrive,Stinger,2175,10,1957.5,EU,Immortal,16-20,1683,5,1,1,True
Oni,Bulldog,1775,30,1242.5,Asia,Diamond,26-30,2455,16,1,1,True
Nocturnum,Marshal,2175,30,1522.5,NA,Gold,26-30,2904,9,0,1,True
Oni,Bulldog,1775,20,1420.0,EU,Gold,26-30,4886,11,0,1,False
Overdrive,Stinger,2175,0,2175.0,NA,Silver,21-25,1317,11,0,1,False
Mystbloom,Outlaw,2175,20,1740.0,EU,Iron,16-20,2970,11,0,1,False
Evori,Melee,4950,20,3960.0,Asia,Diamond,16-20,4635,11,0,0,False
Kuronami,Sheriff,2375,10,2137.5,Asia,Bronze,21-25,1268,8,0,0,False
Forsaken,Spectre,1775,20,1420.0,EU,Gold,16-20,4385,2,0,1,False
Mystbloom,Outlaw,2175,30,1522.5,NA,Immortal,21-25,3189,12,0,1,True
Imperium,Judge,2175,0,2175.0,NA,Immortal,26-30,4986,4,1,1,True
Spectrum,Phantom,2675,10,2407.5,NA,Silver,21-25,661,16,0,0,False
Forsaken,Spectre,1775,30,1242.5,NA,Platinum,26-30,3968,5,1,0,True
Mystbloom,Outlaw,2175,20,1740.0,EU,Immortal,21-25,3716,2,0,0,False
Elderflame,Frenzy,2475,0,2475.0,Asia,Iron,21-25,2022,6,0,1,False
Gaia,Vandal,1775,10,1597.5,NA,Immortal,21-25,3460,3,1,1,False
Neptune,Odin,1775,30,1242.5,Asia,Diamond,26-30,3769,3,0,1,False
Gaia,Vandal,1775,0,1775.0,EU,Gold,26-30,2252,19,1,0,False
Ion,Bucky,1775,0,1775.0,Asia,Radiant,26-30,1423,0,0,0,False
Singularity,Ares,2175,10,1957.5,NA,Bronze,16-20,1306,9,1,0,True
Nocturnum,Marshal,2175,20,1740.0,NA,Gold,26-30,2288,12,0,1,False
RGX,Operator,2175,20,1740.0,NA,Platinum,26-30,1848,3,0,0,False
RGX,Operator,2175,0,2175.0,Asia,Immortal,21-25,1578,14,1,0,False
Ora,Sheriff,2475,30,1732.5,EU,Diamond,26-30,1734,20,1,1,True
RGX,Operator,2175,10,1957.5,EU,Radiant,21-25,838,17,0,0,True
Ora,Sheriff,2475,30,1732.5,NA,Bronze,26-30,662,0,0,1,False
Overdrive,Stinger,2175,0,2175.0,EU,Radiant,16-20,1261,12,1,0,False
Prime,Guardian,1775,20,1420.0,Asia,Bronze,26-30,2205,7,0,0,False
Araxys,Vandal,2175,30,1522.5,Asia,Immortal,21-25,2426,2,1,1,True
Nocturnum,Marshal,2175,10,1957.5,EU,Radiant,26-30,1027,19,0,0,False
Mystbloom,Outlaw,2175,10,1957.5,EU,Radiant,26-30,3732,2,0,1,False
Gaia,Vandal,1775,10,1597.5,EU,Platinum,26-30,4824,9,0,0,False
Ion,Bucky,1775,10,1597.5,EU,Diamond,16-20,986,2,1,1,True
Prime,Guardian,1775,0,1775.0,NA,Bronze,21-25,4492,10,0,1,True
Singularity,Ares,2175,30,1522.5,NA,Diamond,26-30,3508,12,0,1,True
Forsaken,Spectre,1775,10,1597.5,NA,Platinum,21-25,3345,2,1,1,False
Spectrum,Phantom,2675,30,1872.4999999999998,NA,Gold,16-20,906,9,0,1,False
Kuronami,Sheriff,2375,0,2375.0,EU,Iron,26-30,3017,10,1,0,True
Imperium,Judge,2175,0,2175.0,EU,Immortal,16-20,1973,17,1,1,False
Spectrum,Phantom,2675,0,2675.0,NA,Bronze,21-25,4250,14,1,1,True
Ora,Sheriff,2475,0,2475.0,NA,Platinum,21-25,4482,1,0,1,True
Spectrum,Phantom,2675,30,1872.4999999999998,EU,Platinum,26-30,4000,12,1,1,True
Kuronami,Sheriff,2375,20,1900.0,EU,Iron,16-20,2528,10,1,0,True
Nocturnum,Marshal,2175,0,2175.0,EU,Gold,21-25,2772,3,1,1,False
RGX,Operator,2175,0,2175.0,EU,Radiant,26-30,3015,13,1,0,False
Ora,Sheriff,2475,0,2475.0,Asia,Radiant,21-25,1765,13,0,1,False
Imperium,Judge,2175,30,1522.5,NA,Iron,26-30,1752,9,0,0,True
Neptune,Odin,1775,0,1775.0,Asia,Platinum,16-20,2331,7,0,1,True
Glitchpop,Classic,2175,30,1522.5,NA,Platinum,21-25,1230,15,1,1,True
Imperium,Judge,2175,20,1740.0,NA,Platinum,21-25,2065,1,1,1,False
Singularity,Ares,2175,0,2175.0,EU,Iron,16-20,507,1,1,0,False
Prime,Guardian,1775,30,1242.5,Asia,Gold,21-25,1278,20,0,0,True
Ion,Bucky,1775,0,1775.0,EU,Platinum,26-30,3575,14,0,1,False
Glitchpop,Classic,2175,30,1522.5,Asia,Bronze,21-25,3539,18,1,0,False
Prime,Guardian,1775,20,1420.0,EU,Diamond,26-30,1406,2,1,1,False
Araxys,Vandal,2175,20,1740.0,EU,Radiant,21-25,4542,19,1,1,True
RGX,Operator,2175,10,1957.5,EU,Immortal,16-20,2121,2,0,1,False
Singularity,Ares,2175,0,2175.0,NA,Immortal,21-25,3051,0,1,1,False
Nocturnum,Marshal,2175,10,1957.5,NA,Iron,16-20,3705,1,0,0,False
Radiant,Ghost,2975,20,2380.0,Asia,Iron,21-25,3192,11,0,0,True
Araxys,Vandal,2175,20,1740.0,Asia,Iron,26-30,545,15,0,0,False
Araxys,Vandal,2175,10,1957.5,NA,Silver,26-30,4606,7,1,0,False
Kuronami,Sheriff,2375,30,1662.5,Asia,Radiant,26-30,1248,10,0,1,False
Spectrum,Phantom,2675,0,2675.0,Asia,Silver,26-30,3076,8,1,0,True
Oni,Bulldog,1775,10,1597.5,Asia,Immortal,26-30,751,9,0,0,False
Evori,Melee,4950,0,4950.0,EU,Platinum,16-20,3598,20,0,1,False
Forsaken,Spectre,1775,20,1420.0,Asia,Immortal,21-25,3813,10,0,1,True
Kuronami,Sheriff,2375,20,1900.0,Asia,Radiant,21-25,4253,12,1,0,True
Forsaken,Spectre,1775,10,1597.5,NA,Platinum,26-30,1978,19,0,1,True
Neptune,Odin,1775,10,1597.5,EU,Radiant,26-30,3768,3,0,1,False
Ion,Bucky,1775,10,1597.5,NA,Immortal,16-20,4607,13,0,1,False
Araxys,Vandal,2175,20,1740.0,Asia,Radiant,26-30,1540,16,0,1,False
Neptune,Odin,1775,0,1775.0,Asia,Platinum,16-20,1225,12,0,1,False
Araxys,Vandal,2175,10,1957.5,Asia,Immortal,26-30,2461,20,0,1,True
Overdrive,Stinger,2175,30,1522.5,NA,Silver,26-30,2181,5,0,0,True
Oni,Bulldog,1775,30,1242.5,Asia,Radiant,26-30,1051,6,0,0,False
Ion,Bucky,1775,10,1597.5,NA,Radiant,21-25,1119,8,0,1,False
Ora,Sheriff,2475,30,1732.5,EU,Platinum,26-30,2762,4,1,1,False
Evori,Melee,4950,30,3465.0,NA,Silver,21-25,4226,1,0,1,True
RGX,Operator,2175,30,1522.5,EU,Platinum,16-20,566,18,0,1,False
Kuronami,Sheriff,2375,10,2137.5,EU,Platinum,26-30,1505,10,0,0,True
Neptune,Odin,1775,30,1242.5,NA,Platinum,16-20,3543,17,0,1,False
Elderflame,Frenzy,2475,0,2475.0,NA,Platinum,21-25,2996,18,1,0,True
Prime,Guardian,1775,30,1242.5,EU,Radiant,26-30,4184,16,1,0,False
Radiant,Ghost,2975,0,2975.0,EU,Radiant,16-20,3854,5,1,0,False
Kuronami,Sheriff,2375,0,2375.0,NA,Diamond,16-20,4267,4,1,1,True
Araxys,Vandal,2175,30,1522.5,NA,Bronze,26-30,4006,14,1,0,False
Reaver,Bandit,1775,10,1597.5,NA,Diamond,21-25,1486,20,0,1,True
Prime,Guardian,1775,30,1242.5,EU,Diamond,16-20,772,16,0,1,True
Neptune,Odin,1775,0,1775.0,Asia,Silver,21-25,1887,20,0,0,False
Overdrive,Stinger,2175,10,1957.5,NA,Gold,21-25,4316,12,0,0,False
Oni,Bulldog,1775,20,1420.0,Asia,Silver,21-25,4932,9,0,0,False
